Epoch 1/10, Loss: 0.47230413278868033
Epoch 2/10, Loss: 0.3735722294727037
Epoch 3/10, Loss: 0.31466114391074623
Epoch 4/10, Loss: 0.2232747782281665
Epoch 5/10, Loss: 0.19393944818266604
Epoch 6/10, Loss: 0.16620936545781617
Epoch 7/10, Loss: 0.13617024512225112
Epoch 8/10, Loss: 0.10031775147978995
Epoch 9/10, Loss: 0.1045224346859424
Epoch 10/10, Loss: 0.07090835682614598
